neuron,cluster_index,feature,category,category_fine,iou,feature_length,w_entail,w_neutral,w_contra
752,0,(((((NOT pre:tag:nns) AND pre:tok:running) OR pre:tok:dogs) OR pre:tok:lake) AND hyp:tag:nn),(((((NOT pre) AND pre) OR pre) OR pre) AND hyp),(((((NOT pre:tag) AND pre:tok) OR pre:tok) OR pre:tok) AND hyp:tag),0.031007751937984496,6,0.018619876,0.0464816,-0.105862804
763,0,(hyp:tok:swimming AND pre:tok:claus),(hyp AND pre),(hyp:tok AND pre:tok),0.16666666666666666,2,0.015725644,-0.10624167,0.03703161
765,0,((((NOT hyp:tok:cat) AND (hyp:tag:nns OR pre:tag:nn)) OR hyp:tok:together) AND (NOT hyp:tok:new)),((((NOT hyp) AND (hyp OR pre)) OR hyp) AND (NOT hyp)),((((NOT hyp:tok) AND (hyp:tag OR pre:tag)) OR hyp:tok) AND (NOT hyp:tok)),0.04381084840055633,7,0.016769744,-0.012914848,0.010088274
766,0,pre:tok:in,pre,pre:tok,0.0,1,-0.057011332,-0.020476399,0.02533518
771,0,((((hyp:tok:dinner AND pre:tok:on) OR pre:tok:finds) OR pre:tok:wheelbarrow) OR hyp:tok:few),((((hyp AND pre) OR pre) OR pre) OR hyp),((((hyp:tok AND pre:tok) OR pre:tok) OR pre:tok) OR hyp:tok),0.07042253521126761,5,-0.10618371,-0.009746773,0.012897694
773,0,((((hyp:tok:in OR hyp:tok:inside) OR hyp:tok:couch) OR hyp:tok:sleeping) OR hyp:tok:indoors),((((hyp OR hyp) OR hyp) OR hyp) OR hyp),((((hyp:tok OR hyp:tok) OR hyp:tok) OR hyp:tok) OR hyp:tok),0.02544188537761114,5,-0.07796288,-0.057126153,0.10437292
775,0,(((((NOT hyp:tag:in) AND hyp:tok:man) OR hyp:tok:something) OR hyp:tok:touching) OR hyp:tok:animals),(((((NOT hyp) AND hyp) OR hyp) OR hyp) OR hyp),(((((NOT hyp:tag) AND hyp:tok) OR hyp:tok) OR hyp:tok) OR hyp:tok),0.03399122807017544,6,-0.010160895,-0.019136742,-0.047668044
776,0,((((pre:tok:families OR pre:tok:nearly) OR pre:tok:gymnast) OR pre:tok:performers) AND (NOT hyp:tag:.)),((((pre OR pre) OR pre) OR pre) AND (NOT hyp)),((((pre:tok OR pre:tok) OR pre:tok) OR pre:tok) AND (NOT hyp:tag)),0.08139534883720931,6,0.028725978,-0.0730623,0.021266975
778,0,pre:tok:in,pre,pre:tok,0.0,1,-0.057326034,0.0836638,-0.06784486
782,0,((((hyp:tag:dt OR pre:tag:nn) OR hyp:tag:cd) AND (NOT hyp:tok:umbrella)) OR pre:tok:men),((((hyp OR pre) OR hyp) AND (NOT hyp)) OR pre),((((hyp:tag OR pre:tag) OR hyp:tag) AND (NOT hyp:tok)) OR pre:tok),0.04689732906628022,6,-0.06328294,0.024761885,0.027687976
784,0,pre:tok:in,pre,pre:tok,0.0,1,0.006511882,-0.04577495,0.019317904
787,0,((((NOT oth:overlap:overlap75) AND (pre:tag:nn OR pre:tag:nns)) OR hyp:tok:sleeping) OR hyp:tok:children),((((NOT oth) AND (pre OR pre)) OR hyp) OR hyp),((((NOT oth:overlap) AND (pre:tag OR pre:tag)) OR hyp:tok) OR hyp:tok),0.036684381458517865,6,-0.027613677,-0.039505403,0.025808297
790,0,(hyp:tok:video AND pre:tok:water),(hyp AND pre),(hyp:tok AND pre:tok),0.14285714285714285,2,-0.08854164,-0.013409244,0.059100393
791,0,(hyp:tok:man AND hyp:tok:snowboarder),(hyp AND hyp),(hyp:tok AND hyp:tok),0.16666666666666666,2,-0.033741258,0.05201013,-0.10588554
793,0,(((((NOT hyp:tok:on) AND hyp:tag:dt) AND (NOT hyp:tok:walking)) AND (NOT hyp:tok:outside)) AND (NOT pre:tok:large)),(((((NOT hyp) AND hyp) AND (NOT hyp)) AND (NOT hyp)) AND (NOT pre)),(((((NOT hyp:tok) AND hyp:tag) AND (NOT hyp:tok)) AND (NOT hyp:tok)) AND (NOT pre:tok)),0.03540947884510623,9,0.013906776,0.028617563,-0.07499935
794,0,pre:tok:in,pre,pre:tok,0.0,1,-0.07716975,0.012927398,0.005588948
795,0,pre:tok:in,pre,pre:tok,0.0,1,0.10595365,-0.14317356,-0.10592203
796,0,(((((NOT hyp:tag:prp) AND pre:tag:.) AND (NOT pre:tok:blue)) AND (NOT oth:overlap:overlap75)) AND (NOT hyp:tok:outside)),(((((NOT hyp) AND pre) AND (NOT pre)) AND (NOT oth)) AND (NOT hyp)),(((((NOT hyp:tag) AND pre:tag) AND (NOT pre:tok)) AND (NOT oth:overlap)) AND (NOT hyp:tok)),0.03191949794416793,9,-0.03359598,-0.027301233,0.032793052
798,0,((((NOT hyp:tok:outside) AND (hyp:tag:nns OR pre:tag:nn)) OR hyp:tok:to) AND (NOT hyp:tok:inside)),((((NOT hyp) AND (hyp OR pre)) OR hyp) AND (NOT hyp)),((((NOT hyp:tok) AND (hyp:tag OR pre:tag)) OR hyp:tok) AND (NOT hyp:tok)),0.044563106796116504,7,-0.03757682,0.032911576,-0.014063755
800,0,(hyp:tok:sleeping AND pre:tok:wheelbarrow),(hyp AND pre),(hyp:tok AND pre:tok),0.1111111111111111,2,-0.28860164,0.1577375,-0.12925121
802,0,pre:tok:in,pre,pre:tok,0.0,1,0.06363969,-0.040765192,-0.05866032
805,0,(((((NOT hyp:tag:.) AND hyp:tok:there) AND (NOT hyp:tag:in)) OR pre:tok:hugging) OR pre:tok:herding),(((((NOT hyp) AND hyp) AND (NOT hyp)) OR pre) OR pre),(((((NOT hyp:tag) AND hyp:tok) AND (NOT hyp:tag)) OR pre:tok) OR pre:tok),0.06666666666666667,7,-0.026962997,-0.057860326,-0.022524105
813,0,(((((NOT pre:tok:woman) AND hyp:tok:woman) OR hyp:tok:women) OR hyp:tok:girls) AND (NOT pre:tok:women)),(((((NOT pre) AND hyp) OR hyp) OR hyp) AND (NOT pre)),(((((NOT pre:tok) AND hyp:tok) OR hyp:tok) OR hyp:tok) AND (NOT pre:tok)),0.02384937238493724,7,-0.06792952,-0.062471446,0.13385144
820,0,(hyp:tok:cup AND pre:tok:playing),(hyp AND pre),(hyp:tok AND pre:tok),0.14285714285714285,2,0.001661625,-0.025225788,-0.07500884
821,0,((((NOT hyp:tok:home) AND (pre:tag:nn OR pre:tag:nns)) OR pre:tok:young) AND (NOT hyp:tok:tall)),((((NOT hyp) AND (pre OR pre)) OR pre) AND (NOT hyp)),((((NOT hyp:tok) AND (pre:tag OR pre:tag)) OR pre:tok) AND (NOT hyp:tok)),0.04417776290311013,7,0.026420424,-0.01669924,0.0041053
833,0,((((hyp:tag:vbg OR pre:tag:nn) OR hyp:tok:at) AND (NOT pre:tok:appears)) AND (NOT hyp:tok:outdoors)),((((hyp OR pre) OR hyp) AND (NOT pre)) AND (NOT hyp)),((((hyp:tag OR pre:tag) OR hyp:tok) AND (NOT pre:tok)) AND (NOT hyp:tok)),0.0410958904109589,7,-0.029861776,0.027798658,-0.018265415
837,0,(hyp:tok:walking AND pre:tok:motorcyclists),(hyp AND pre),(hyp:tok AND pre:tok),0.14285714285714285,2,-0.08989148,-0.07292605,0.08532659
840,0,(hyp:tok:dancers AND hyp:tok:swimming),(hyp AND hyp),(hyp:tok AND hyp:tok),0.3333333333333333,2,-0.023742273,-0.09465378,-0.020466179
842,0,((((NOT pre:tok:people) AND (pre:tok:nap OR pre:tok:sit)) AND (NOT hyp:tok:on)) AND (NOT pre:tok:is)),((((NOT pre) AND (pre OR pre)) AND (NOT hyp)) AND (NOT pre)),((((NOT pre:tok) AND (pre:tok OR pre:tok)) AND (NOT hyp:tok)) AND (NOT pre:tok)),0.06504065040650407,8,-0.02359073,0.003912963,0.010002665
844,0,pre:tok:in,pre,pre:tok,0.0,1,-0.13042338,0.08196947,-0.05678852
847,0,pre:tok:in,pre,pre:tok,0.0,1,-0.11796944,-0.02774356,0.02186375
849,0,pre:tok:in,pre,pre:tok,0.0,1,0.03531381,-0.06352702,-0.030137012
850,0,((((NOT hyp:tok:picture) AND (hyp:tag:nn OR pre:tag:.)) AND (NOT hyp:tok:near)) AND (NOT pre:tok:running)),((((NOT hyp) AND (hyp OR pre)) AND (NOT hyp)) AND (NOT pre)),((((NOT hyp:tok) AND (hyp:tag OR pre:tag)) AND (NOT hyp:tok)) AND (NOT pre:tok)),0.04220124263697248,8,-0.06317688,-0.027604895,0.027852636
854,0,((((hyp:tok:eating OR hyp:tok:lunch) OR hyp:tok:home) OR hyp:tok:alone) OR hyp:tok:swimming),((((hyp OR hyp) OR hyp) OR hyp) OR hyp),((((hyp:tok OR hyp:tok) OR hyp:tok) OR hyp:tok) OR hyp:tok),0.02933088909257562,5,-0.26960272,-0.012038702,0.03780639
858,0,(((((NOT pre:tok:man) AND hyp:tok:man) OR hyp:tok:men) OR hyp:tok:pool) AND (NOT pre:tok:men)),(((((NOT pre) AND hyp) OR hyp) OR hyp) AND (NOT pre)),(((((NOT pre:tok) AND hyp:tok) OR hyp:tok) OR hyp:tok) AND (NOT pre:tok)),0.02809446254071661,7,-0.13709565,-0.021050284,0.08542149
859,0,((((hyp:tok:blue OR hyp:tok:sitting) OR hyp:tok:eating) OR hyp:tok:sits) OR hyp:tok:sit),((((hyp OR hyp) OR hyp) OR hyp) OR hyp),((((hyp:tok OR hyp:tok) OR hyp:tok) OR hyp:tok) OR hyp:tok),0.033661119515885025,5,-0.1003413,-0.052758653,0.06228028
861,0,((((hyp:tok:legs OR hyp:tok:shoot) OR hyp:tok:officers) AND (NOT hyp:tag:jj)) OR pre:tok:ballet),((((hyp OR hyp) OR hyp) AND (NOT hyp)) OR pre),((((hyp:tok OR hyp:tok) OR hyp:tok) AND (NOT hyp:tag)) OR pre:tok),0.12121212121212122,6,0.046716176,-0.10684278,-0.021509798
864,0,(((((NOT oth:overlap:overlap75) AND pre:tag:nn) AND (NOT hyp:tok:outside)) AND (NOT hyp:tok:sitting)) OR hyp:tok:sad),(((((NOT oth) AND pre) AND (NOT hyp)) AND (NOT hyp)) OR hyp),(((((NOT oth:overlap) AND pre:tag) AND (NOT hyp:tok)) AND (NOT hyp:tok)) OR hyp:tok),0.03718950600055819,8,-0.014123279,0.037502345,-0.05585382
865,0,((((NOT hyp:tag:jj) AND (hyp:tok:park OR pre:tok:cob)) AND (NOT pre:tag:vbp)) OR pre:tok:bathrobe),((((NOT hyp) AND (hyp OR pre)) AND (NOT pre)) OR pre),((((NOT hyp:tag) AND (hyp:tok OR pre:tok)) AND (NOT pre:tag)) OR pre:tok),0.05527638190954774,7,-0.15744017,0.06513286,-0.045733135
870,0,(((((NOT pre:tok:woman) AND pre:tag:nn) AND (NOT pre:tok:girl)) AND (NOT pre:tok:as)) AND (NOT pre:tok:women)),(((((NOT pre) AND pre) AND (NOT pre)) AND (NOT pre)) AND (NOT pre)),(((((NOT pre:tok) AND pre:tag) AND (NOT pre:tok)) AND (NOT pre:tok)) AND (NOT pre:tok)),0.028910502364593558,9,-0.04649957,-0.021249967,0.039888807
873,0,((hyp:tok:girl AND pre:tok:tunnel) AND pre:tok:is),((hyp AND pre) AND pre),((hyp:tok AND pre:tok) AND pre:tok),1.0,3,-0.0072885947,-0.08890773,-0.12424396
874,0,((((NOT pre:tag:vbp) AND (hyp:tag:ex OR hyp:tok:human)) OR hyp:tok:balloons) OR pre:tok:catcher),((((NOT pre) AND (hyp OR hyp)) OR hyp) OR pre),((((NOT pre:tag) AND (hyp:tag OR hyp:tok)) OR hyp:tok) OR pre:tok),0.027900146842878122,6,-0.024419269,-0.014899972,-0.09815312
875,0,((NOT pre:tok:in) AND hyp:tok:hate),((NOT pre) AND hyp),((NOT pre:tok) AND hyp:tok),0.25,3,-0.03048752,0.027765887,-0.002243859
882,0,((((pre:tok:chases OR pre:tok:picnic) OR pre:tok:arcade) OR hyp:tok:scarf) OR hyp:tok:few),((((pre OR pre) OR pre) OR hyp) OR hyp),((((pre:tok OR pre:tok) OR pre:tok) OR hyp:tok) OR hyp:tok),0.04132231404958678,5,-0.11815573,-0.14016853,0.19878663
885,0,((((hyp:tok:school OR pre:tok:performs) AND pre:tag:rb) OR hyp:tok:inflatable) OR hyp:tok:walmart),((((hyp OR pre) AND pre) OR hyp) OR hyp),((((hyp:tok OR pre:tok) AND pre:tag) OR hyp:tok) OR hyp:tok),0.04054054054054054,5,-0.0065116026,0.050807606,-0.09435787
886,0,((((hyp:tok:not AND pre:tok:man) OR hyp:tok:walked) OR hyp:tok:hikers) AND pre:tag:jj),((((hyp AND pre) OR hyp) OR hyp) AND pre),((((hyp:tok AND pre:tok) OR hyp:tok) OR hyp:tok) AND pre:tag),0.05504587155963303,5,0.07201783,-0.0766055,-0.09532229
892,0,(hyp:tok:people AND hyp:tok:sled),(hyp AND hyp),(hyp:tok AND hyp:tok),0.07692307692307693,2,0.01965751,-0.029166205,-0.10767299
895,0,(hyp:tok:you AND pre:tok:-),(hyp AND pre),(hyp:tok AND pre:tok),0.06666666666666667,2,-0.083163805,0.0056079444,0.0040767724
905,0,(((((NOT hyp:tok:for) AND pre:tag:nn) OR hyp:tag:vbp) AND (NOT hyp:tag:prp)) OR oth:overlap:overlap75),(((((NOT hyp) AND pre) OR hyp) AND (NOT hyp)) OR oth),(((((NOT hyp:tok) AND pre:tag) OR hyp:tag) AND (NOT hyp:tag)) OR oth:overlap),0.04548071387449626,7,0.034878265,-0.012846399,-0.015016062
907,0,((((hyp:tok:low OR pre:tok:best) OR hyp:tok:you) OR hyp:tok:closed) OR hyp:tok:sweeps),((((hyp OR pre) OR hyp) OR hyp) OR hyp),((((hyp:tok OR pre:tok) OR hyp:tok) OR hyp:tok) OR hyp:tok),0.09433962264150944,5,-0.026583066,0.029493604,-0.01576241
908,0,(((((NOT hyp:tag:dt) AND hyp:tok:outside) OR hyp:tok:outdoors) AND (NOT pre:tok:are)) OR hyp:tok:mower),(((((NOT hyp) AND hyp) OR hyp) AND (NOT pre)) OR hyp),(((((NOT hyp:tag) AND hyp:tok) OR hyp:tok) AND (NOT pre:tok)) OR hyp:tok),0.05704697986577181,7,0.036781672,-0.032068092,-0.13991378
913,0,((((pre:tok:pool AND pre:tok:swimming) OR hyp:tok:lake) OR hyp:tok:silver) OR hyp:tok:pocket),((((pre AND pre) OR hyp) OR hyp) OR hyp),((((pre:tok AND pre:tok) OR hyp:tok) OR hyp:tok) OR hyp:tok),0.05309734513274336,5,-0.29755378,-0.08853386,0.0920103
917,0,((((hyp:tok:for OR hyp:tok:old) OR pre:tok:landscape) AND (NOT oth:overlap:overlap25)) OR hyp:tok:way),((((hyp OR hyp) OR pre) AND (NOT oth)) OR hyp),((((hyp:tok OR hyp:tok) OR pre:tok) AND (NOT oth:overlap)) OR hyp:tok),0.03458646616541353,6,-0.0343373,0.057250973,-0.027679095
919,0,((((hyp:tok:wearing AND pre:tok:wheeler) OR pre:tok:pot) AND oth:overlap:overlap50) AND (NOT pre:tok:in)),((((hyp AND pre) OR pre) AND oth) AND (NOT pre)),((((hyp:tok AND pre:tok) OR pre:tok) AND oth:overlap) AND (NOT pre:tok)),0.10526315789473684,6,-0.17250912,-0.106557086,0.10291152
922,0,((((hyp:tok:moon OR hyp:tok:outdoors) OR hyp:tok:japanese) OR hyp:tok:duck) OR pre:tok:plane),((((hyp OR hyp) OR hyp) OR hyp) OR pre),((((hyp:tok OR hyp:tok) OR hyp:tok) OR hyp:tok) OR pre:tok),0.05448717948717949,5,-0.050233677,-0.031938486,0.056314778
924,0,((((NOT pre:tok:standing) AND (hyp:tok:standing OR pre:tok:table)) OR hyp:tok:skateboarding) OR pre:tok:bowls),((((NOT pre) AND (hyp OR pre)) OR hyp) OR pre),((((NOT pre:tok) AND (hyp:tok OR pre:tok)) OR hyp:tok) OR pre:tok),0.028751123090745734,6,-0.049944445,-0.07848819,0.08000441
925,0,(hyp:tok:his AND pre:tok:lined),(hyp AND pre),(hyp:tok AND pre:tok),0.09090909090909091,2,0.1595286,-0.22824395,-0.18421885
926,0,(hyp:tok:tall AND pre:tok:tricks),(hyp AND pre),(hyp:tok AND pre:tok),0.25,2,-0.043238357,-0.017068671,0.0037114678
932,0,(((((NOT oth:overlap:overlap75) AND hyp:tag:nn) AND (NOT hyp:tok:there)) AND (NOT pre:tok:ball)) AND (NOT hyp:tok:has)),(((((NOT oth) AND hyp) AND (NOT hyp)) AND (NOT pre)) AND (NOT hyp)),(((((NOT oth:overlap) AND hyp:tag) AND (NOT hyp:tok)) AND (NOT pre:tok)) AND (NOT hyp:tok)),0.0285489785227868,9,-0.10412588,-0.019297883,0.020687437
934,0,((((NOT hyp:tag:jj) AND (hyp:tok:sitting OR hyp:tok:sleeping)) OR hyp:tok:bathtub) OR hyp:tok:bathroom),((((NOT hyp) AND (hyp OR hyp)) OR hyp) OR hyp),((((NOT hyp:tag) AND (hyp:tok OR hyp:tok)) OR hyp:tok) OR hyp:tok),0.0297029702970297,6,0.02775114,-0.067233905,0.061325546
935,0,(hyp:tok:tree AND pre:tok:coming),(hyp AND pre),(hyp:tok AND pre:tok),0.3333333333333333,2,-0.07798482,-0.07352833,0.006826815
936,0,((((hyp:tok:basketball OR hyp:tok:tv) OR hyp:tok:everyone) OR hyp:tok:beer) OR hyp:tok:garage),((((hyp OR hyp) OR hyp) OR hyp) OR hyp),((((hyp:tok OR hyp:tok) OR hyp:tok) OR hyp:tok) OR hyp:tok),0.034666666666666665,5,0.018327571,0.05430681,-0.151355
939,0,((((hyp:tok:pool OR hyp:tok:swimming) OR hyp:tok:surfing) OR hyp:tok:bath) OR hyp:tok:restaurant),((((hyp OR hyp) OR hyp) OR hyp) OR hyp),((((hyp:tok OR hyp:tok) OR hyp:tok) OR hyp:tok) OR hyp:tok),0.04788418708240535,5,0.056165077,-0.10347451,-0.0005286662
941,0,(((((NOT oth:overlap:overlap75) AND hyp:tag:.) AND (NOT pre:tag:to)) AND (NOT hyp:tok:playing)) OR hyp:tok:picture),(((((NOT oth) AND hyp) AND (NOT pre)) AND (NOT hyp)) OR hyp),(((((NOT oth:overlap) AND hyp:tag) AND (NOT pre:tag)) AND (NOT hyp:tok)) OR hyp:tok),0.027237868570673014,8,0.086101905,-0.029976577,-0.0233466
943,0,pre:tok:in,pre,pre:tok,0.0,1,-0.06633303,-0.037216946,0.12124476
945,0,pre:tok:in,pre,pre:tok,0.0,1,-0.13270062,0.015549186,-0.05029162
947,0,(hyp:tok:video AND pre:tok:people),(hyp AND pre),(hyp:tok AND pre:tok),0.3333333333333333,2,-0.053118393,-0.052751906,0.01671842
949,0,(hyp:tok:taking AND pre:tok:lays),(hyp AND pre),(hyp:tok AND pre:tok),0.05263157894736842,2,0.034032475,-0.09616791,-0.08682323
957,0,((((NOT oth:overlap:overlap50) AND (hyp:tok:sitting OR pre:tok:liquid)) OR pre:tok:hall) AND (NOT pre:tok:black)),((((NOT oth) AND (hyp OR pre)) OR pre) AND (NOT pre)),((((NOT oth:overlap) AND (hyp:tok OR pre:tok)) OR pre:tok) AND (NOT pre:tok)),0.048879837067209775,7,-0.110033914,0.04573181,-0.069362834
959,0,((((hyp:tok:not OR pre:tok:purse) OR hyp:tok:waters) OR hyp:tok:clear) OR pre:tok:song),((((hyp OR pre) OR hyp) OR hyp) OR pre),((((hyp:tok OR pre:tok) OR hyp:tok) OR hyp:tok) OR pre:tok),0.04128440366972477,5,0.050252914,-0.10882391,-0.0980918
960,0,pre:tok:in,pre,pre:tok,0.0,1,-0.030435652,-0.0111181345,-0.0061659208
962,0,(hyp:tok:group AND pre:tok:motorcyclists),(hyp AND pre),(hyp:tok AND pre:tok),0.3333333333333333,2,-0.079363585,0.047525097,-0.018958665
963,0,((((hyp:tok:in OR hyp:tok:inside) OR hyp:tok:indoors) OR hyp:tok:at) AND (NOT oth:overlap:overlap50)),((((hyp OR hyp) OR hyp) OR hyp) AND (NOT oth)),((((hyp:tok OR hyp:tok) OR hyp:tok) OR hyp:tok) AND (NOT oth:overlap)),0.02723623853211009,6,-0.10103907,-0.043833684,0.079454534
970,0,(((((NOT oth:overlap:overlap75) AND pre:tag:nn) AND (NOT hyp:tok:outside)) AND (NOT hyp:tok:wearing)) OR pre:tok:each),(((((NOT oth) AND pre) AND (NOT hyp)) AND (NOT hyp)) OR pre),(((((NOT oth:overlap) AND pre:tag) AND (NOT hyp:tok)) AND (NOT hyp:tok)) OR pre:tok),0.03193120458636091,8,-0.07162101,-0.026898578,0.04758912
972,0,((((NOT hyp:tag:vbz) AND (hyp:tok:barbecue OR hyp:tok:kicking)) AND (NOT pre:tag:nns)) AND pre:tok:in),((((NOT hyp) AND (hyp OR hyp)) AND (NOT pre)) AND pre),((((NOT hyp:tag) AND (hyp:tok OR hyp:tok)) AND (NOT pre:tag)) AND pre:tok),0.05,7,0.09443532,-0.02183905,-0.12350355
977,0,(((((NOT oth:overlap:overlap50) AND hyp:tag:dt) OR hyp:tok:watching) OR hyp:tok:eating) AND (NOT hyp:tok:outside)),(((((NOT oth) AND hyp) OR hyp) OR hyp) AND (NOT hyp)),(((((NOT oth:overlap) AND hyp:tag) OR hyp:tok) OR hyp:tok) AND (NOT hyp:tok)),0.035179520206085974,7,-0.033392422,-0.036180858,0.04108426
979,0,(((((NOT pre:tok:woman) AND hyp:tok:woman) OR hyp:tok:sing) AND (NOT oth:overlap:overlap50)) OR hyp:tok:living),(((((NOT pre) AND hyp) OR hyp) AND (NOT oth)) OR hyp),(((((NOT pre:tok) AND hyp:tok) OR hyp:tok) AND (NOT oth:overlap)) OR hyp:tok),0.039655172413793106,7,-0.21396157,-0.033540826,0.08300285
980,0,((((hyp:tok:in OR hyp:tok:inside) OR hyp:tok:at) OR hyp:tok:indoors) OR hyp:tok:couch),((((hyp OR hyp) OR hyp) OR hyp) OR hyp),((((hyp:tok OR hyp:tok) OR hyp:tok) OR hyp:tok) OR hyp:tok),0.028652841538705082,5,-0.08491239,-0.029134886,0.08696118
982,0,((((NOT hyp:tok:eating) AND (pre:tag:nn OR pre:tag:nns)) AND (NOT hyp:tok:inside)) OR hyp:tok:this),((((NOT hyp) AND (pre OR pre)) AND (NOT hyp)) OR hyp),((((NOT hyp:tok) AND (pre:tag OR pre:tag)) AND (NOT hyp:tok)) OR hyp:tok),0.05223129015454072,7,0.02789212,-0.0027219057,-0.05005858
983,0,((((hyp:tok:brown OR hyp:tok:wearing) OR hyp:tok:black) AND (NOT pre:tok:wearing)) OR pre:tok:smoking),((((hyp OR hyp) OR hyp) AND (NOT pre)) OR pre),((((hyp:tok OR hyp:tok) OR hyp:tok) AND (NOT pre:tok)) OR pre:tok),0.028094820017559263,6,-0.061349615,0.09843332,-0.07894316
986,0,((((hyp:tok:girl AND pre:tok:boy) OR pre:tok:skateboarder) OR hyp:tok:lunch) OR hyp:tok:painting),((((hyp AND pre) OR pre) OR hyp) OR hyp),((((hyp:tok AND pre:tok) OR pre:tok) OR hyp:tok) OR hyp:tok),0.022770398481973434,5,-0.11930291,-0.060195975,0.07652626
990,0,((((NOT oth:overlap:overlap75) AND (pre:tag:nn OR pre:tag:nns)) AND (NOT hyp:tok:near)) OR hyp:tok:girl),((((NOT oth) AND (pre OR pre)) AND (NOT hyp)) OR hyp),((((NOT oth:overlap) AND (pre:tag OR pre:tag)) AND (NOT hyp:tok)) OR hyp:tok),0.047798083145859656,7,-0.072514914,0.004123217,0.045052297
998,0,((((hyp:tok:cat OR hyp:tok:summer) OR hyp:tok:bathroom) AND (NOT pre:tag:vbz)) OR hyp:tok:without),((((hyp OR hyp) OR hyp) AND (NOT pre)) OR hyp),((((hyp:tok OR hyp:tok) OR hyp:tok) AND (NOT pre:tag)) OR hyp:tok),0.05142857142857143,6,-0.07760461,-0.008346367,0.004743968
999,0,(hyp:tok:sing AND pre:tok:wearing),(hyp AND pre),(hyp:tok AND pre:tok),1.0,2,-0.043344192,-0.042725492,-0.022377292
1000,0,((((NOT hyp:tok:for) AND (hyp:tag:nn OR pre:tag:vbg)) AND (NOT hyp:tok:sleeping)) AND (NOT pre:tok:working)),((((NOT hyp) AND (hyp OR pre)) AND (NOT hyp)) AND (NOT pre)),((((NOT hyp:tok) AND (hyp:tag OR pre:tag)) AND (NOT hyp:tok)) AND (NOT pre:tok)),0.03882373331792709,8,-0.04671789,0.012701052,0.07593021
1007,0,(((((NOT oth:overlap:overlap50) AND hyp:tag:in) OR hyp:tok:swimming) OR hyp:tok:eating) OR hyp:tok:dancing),(((((NOT oth) AND hyp) OR hyp) OR hyp) OR hyp),(((((NOT oth:overlap) AND hyp:tag) OR hyp:tok) OR hyp:tok) OR hyp:tok),0.022649172133708217,6,-0.030876651,-0.061959397,0.053245094
1008,0,(hyp:tok:eating AND pre:tok:midair),(hyp AND pre),(hyp:tok AND pre:tok),0.1111111111111111,2,-0.103666954,0.031038567,0.019882444
1017,0,pre:tok:in,pre,pre:tok,0.0,1,-0.0060998807,0.1027605,-0.11662559
1020,0,((((NOT hyp:tok:sleeping) AND (oth:overlap:overlap25 OR pre:tag:nn)) AND (NOT hyp:tok:asleep)) OR pre:tok:toddler),((((NOT hyp) AND (oth OR pre)) AND (NOT hyp)) OR pre),((((NOT hyp:tok) AND (oth:overlap OR pre:tag)) AND (NOT hyp:tok)) OR pre:tok),0.052771636780479816,7,0.027141016,0.010487285,-0.050868347
1021,0,((((NOT hyp:tok:sleeping) AND (pre:tag:nn OR pre:tag:nns)) AND (NOT hyp:tok:green)) OR pre:tok:formation),((((NOT hyp) AND (pre OR pre)) AND (NOT hyp)) OR pre),((((NOT hyp:tok) AND (pre:tag OR pre:tag)) AND (NOT hyp:tok)) OR pre:tok),0.04145006083397854,7,-0.0359685,0.017700411,-0.009178001
1023,0,((hyp:tag:. OR pre:tag:nn) OR hyp:tok:men),((hyp OR pre) OR hyp),((hyp:tag OR pre:tag) OR hyp:tok),0.04146560889833974,3,-0.054077625,0.034481212,0.0110306665
